timestamp	filename	gemini_sec	segments	skipped_segments
2026-04-27T14:11:27	case_001.txt	7.5201	5	0
2026-04-27T14:11:32	case_002.txt	5.4692	1	0
2026-04-27T14:11:37	case_003.txt	5.0888	4	0
2026-04-27T14:11:42	case_004.txt	4.5849	1	0
2026-04-27T14:11:51	case_005.txt	9.2300	4	0
2026-04-27T14:11:56	case_006.txt	4.6659	4	0
2026-04-27T14:12:01	case_007.txt	5.0468	1	0
2026-04-27T14:12:05	case_008.txt	4.4342	4	0
2026-04-27T14:12:12	case_009.txt	6.4359	4	0
2026-04-27T14:12:17	case_010.txt	5.4457	4	0
2026-04-27T14:12:21	case_011.txt	4.1160	4	0
2026-04-27T14:12:24	case_012.txt	3.0470	1	0
2026-04-27T14:12:28	case_013.txt	3.9647	4	0
2026-04-27T14:12:33	case_014.txt	4.9417	1	0
2026-04-27T14:12:38	case_015.txt	4.7448	4	0
2026-04-27T14:12:44	case_016.txt	5.7947	4	0
2026-04-27T14:12:48	case_017.txt	4.4754	4	0
2026-04-27T14:12:52	case_018.txt	3.3932	4	0
2026-04-27T14:12:56	case_019.txt	4.1790	1	0
2026-04-27T14:13:03	case_020.txt	6.5269	4	0
2026-04-27T14:13:06	case_021.txt	3.4018	3	0
2026-04-27T14:13:10	case_022.txt	3.9439	1	0
2026-04-27T14:13:16	case_023.txt	6.2943	4	0
2026-04-27T14:13:21	case_024.txt	4.8036	1	0
2026-04-27T14:13:25	case_025.txt	4.2549	3	0
2026-04-27T14:13:30	case_026.txt	4.7160	3	0
2026-04-27T14:13:36	case_027.txt	6.4375	1	0
2026-04-27T14:13:41	case_028.txt	4.6128	4	0
2026-04-27T14:13:45	case_029.txt	4.0341	3	0
2026-04-27T14:13:49	case_030.txt	4.1885	1	0
2026-04-27T14:13:54	case_031.txt	4.3130	3	0
2026-04-27T14:14:00	case_032.txt	6.4690	1	0
2026-04-27T14:14:07	case_033.txt	6.6897	4	0
2026-04-27T14:14:10	case_034.txt	3.2238	3	0
2026-04-27T14:14:16	case_035.txt	5.4835	3	0
2026-04-27T14:14:21	case_036.txt	5.0976	4	0
2026-04-27T14:14:26	case_037.txt	5.0648	1	0
2026-04-27T14:14:30	case_038.txt	4.1316	3	0
2026-04-27T14:14:35	case_039.txt	5.2483	1	0
2026-04-27T14:14:40	case_040.txt	5.0646	3	0
2026-04-27T14:14:45	case_041.txt	4.6651	3	0
2026-04-27T14:14:49	case_042.txt	3.8383	1	0
2026-04-27T14:14:52	case_043.txt	3.5592	4	0
2026-04-27T14:14:58	case_044.txt	5.7358	1	0
2026-04-27T14:15:03	case_045.txt	4.8684	3	0
2026-04-27T14:15:06	case_046.txt	3.2498	3	0
2026-04-27T14:15:10	case_047.txt	4.1715	1	0
2026-04-27T14:15:14	case_048.txt	3.3207	3	0
2026-04-27T14:15:21	case_049.txt	7.3735	3	0
2026-04-27T14:15:26	case_050.txt	4.5886	4	0
2026-04-27T14:15:31	case_051.txt	5.2255	3	0
2026-04-27T14:15:35	case_052.txt	4.4426	1	0
2026-04-27T14:15:42	case_053.txt	6.0569	3	0
2026-04-27T14:15:46	case_054.txt	4.5118	3	0
2026-04-27T14:15:50	case_055.txt	3.9240	3	0
2026-04-27T14:15:56	case_056.txt	5.4938	1	0
2026-04-27T14:16:01	case_057.txt	5.7440	3	0
2026-04-27T14:16:06	case_058.txt	4.6574	3	0
2026-04-27T14:16:12	case_059.txt	5.5698	1	0
2026-04-27T14:16:17	case_060.txt	5.1414	3	0
2026-04-27T14:16:22	case_061.txt	5.4734	3	0
2026-04-27T14:16:27	case_062.txt	4.3739	1	0
2026-04-27T14:16:33	case_063.txt	6.8902	3	0
2026-04-27T14:16:38	case_064.txt	4.3479	3	0
2026-04-27T14:16:41	case_065.txt	3.2537	1	0
2026-04-27T14:16:46	case_066.txt	4.5292	3	0
2026-04-27T14:16:50	case_067.txt	4.3231	3	0
2026-04-27T14:16:55	case_068.txt	5.2325	1	0
2026-04-27T14:17:01	case_069.txt	5.3548	3	0
2026-04-27T14:17:05	case_070.txt	4.8251	3	0
2026-04-27T14:17:09	case_071.txt	3.5278	4	0
2026-04-27T14:17:14	case_072.txt	5.1107	1	0
2026-04-27T14:17:17	case_073.txt	3.3594	3	0
2026-04-27T14:17:21	case_074.txt	3.6717	3	0
2026-04-27T14:17:26	case_075.txt	4.4806	3	0
2026-04-27T14:17:29	case_076.txt	3.7446	1	0
2026-04-27T14:17:35	case_077.txt	5.0926	3	0
2026-04-27T14:17:39	case_078.txt	4.3528	1	0
2026-04-27T14:17:44	case_079.txt	4.6794	3	0
2026-04-27T14:17:49	case_080.txt	5.2727	1	0
2026-04-27T14:17:53	case_081.txt	4.3032	3	0
2026-04-27T14:17:59	case_082.txt	5.5796	1	0
2026-04-27T14:18:03	case_083.txt	3.7785	4	0
2026-04-27T14:18:07	case_084.txt	4.1553	1	0
2026-04-27T14:18:11	case_085.txt	4.3456	3	0
2026-04-27T14:18:17	case_086.txt	6.0449	4	0
2026-04-27T14:18:23	case_087.txt	6.0890	1	0
2026-04-27T14:18:28	case_088.txt	4.8563	3	0
2026-04-27T14:18:33	case_089.txt	4.8493	3	0
2026-04-27T14:18:39	case_090.txt	5.9484	1	0
2026-04-27T14:18:44	case_091.txt	5.3077	3	0
2026-04-27T14:18:48	case_092.txt	4.1495	1	0
2026-04-27T14:18:53	case_093.txt	4.4019	3	0
2026-04-27T14:18:57	case_094.txt	4.2898	1	0
2026-04-27T14:19:01	case_095.txt	4.0354	3	0
2026-04-27T14:19:05	case_096.txt	3.8960	3	0
2026-04-27T14:19:11	case_097.txt	6.1304	1	0
2026-04-27T14:19:16	case_098.txt	4.2646	3	0
2026-04-27T14:19:19	case_099.txt	3.4222	1	0
2026-04-27T14:19:23	case_100.txt	4.3942	3	0
2026-04-27T14:19:27	case_101.txt	3.4559	3	0
2026-04-27T14:19:30	case_102.txt	3.4054	1	0
2026-04-27T14:19:34	case_103.txt	4.1280	3	0
2026-04-27T14:19:39	case_104.txt	4.5028	1	0
2026-04-27T14:19:44	case_105.txt	4.9126	3	0
2026-04-27T14:19:49	case_106.txt	4.9470	3	0
2026-04-27T14:19:54	case_107.txt	5.1795	1	0
2026-04-27T14:19:59	case_108.txt	4.4451	3	0
2026-04-27T14:20:05	case_109.txt	6.0349	3	0
2026-04-27T14:20:10	case_110.txt	5.6425	1	0
2026-04-27T14:20:14	case_111.txt	3.9395	4	0
2026-04-27T14:20:18	case_112.txt	4.1305	1	0
2026-04-27T14:20:24	case_113.txt	5.7187	4	0
2026-04-27T14:20:28	case_114.txt	3.8858	1	0
2026-04-27T14:20:32	case_115.txt	4.2726	3	0
2026-04-27T14:20:36	case_116.txt	3.2492	3	0
2026-04-27T14:20:47	case_117.txt	10.9886	1	0
2026-04-27T14:20:50	case_118.txt	3.9142	3	0
2026-04-27T14:20:56	case_119.txt	5.4227	3	0
2026-04-27T14:21:01	case_120.txt	5.0337	1	0
2026-04-27T14:21:07	case_121.txt	6.0909	3	0
2026-04-27T14:21:11	case_122.txt	4.0248	1	0
2026-04-27T14:21:15	case_123.txt	4.2072	3	0
2026-04-27T14:21:19	case_124.txt	4.0413	1	0
2026-04-27T14:21:24	case_125.txt	4.3571	3	0
2026-04-27T14:21:27	case_126.txt	3.5809	3	0
2026-04-27T14:21:32	case_127.txt	4.3022	1	0
2026-04-27T14:21:36	case_128.txt	4.6193	3	0
2026-04-27T14:21:40	case_129.txt	3.9587	3	0
2026-04-27T14:21:44	case_130.txt	4.0691	1	0
2026-04-27T14:21:51	case_131.txt	6.2356	3	0
2026-04-27T14:21:55	case_132.txt	3.9873	1	0
2026-04-27T14:21:59	case_133.txt	4.4637	3	0
2026-04-27T14:22:04	case_134.txt	4.5128	1	0
2026-04-27T14:22:08	case_135.txt	3.9988	3	0
2026-04-27T14:22:12	case_136.txt	4.5236	3	0
2026-04-27T14:22:16	case_137.txt	4.0422	3	0
2026-04-27T14:22:21	case_138.txt	4.5279	1	0
2026-04-27T14:22:25	case_139.txt	4.2634	3	0
2026-04-27T14:22:32	case_140.txt	6.9503	3	0
2026-04-27T14:22:36	case_141.txt	4.4509	3	0
2026-04-27T14:22:40	case_142.txt	3.9513	1	0
2026-04-27T14:22:44	case_143.txt	4.0152	3	0
2026-04-27T14:22:49	case_144.txt	5.0381	1	0
2026-04-27T14:22:53	case_145.txt	3.5300	3	0
2026-04-27T14:22:57	case_146.txt	3.5822	3	0
2026-04-27T14:23:01	case_147.txt	4.5456	1	0
2026-04-27T14:23:06	case_148.txt	4.6229	3	0
2026-04-27T14:23:11	case_149.txt	5.3684	1	0
2026-04-27T14:23:16	case_150.txt	5.2460	3	0
2026-04-27T14:23:20	case_151.txt	3.6522	3	0
2026-04-27T14:23:24	case_152.txt	3.5948	1	0
2026-04-27T14:23:28	case_153.txt	3.9927	3	0
2026-04-27T14:23:31	case_154.txt	3.3959	1	0
2026-04-27T14:23:37	case_155.txt	6.2274	3	0
2026-04-27T14:23:42	case_156.txt	4.3900	3	0
2026-04-27T14:23:46	case_157.txt	4.0182	1	0
2026-04-27T14:23:50	case_158.txt	4.3654	3	0
2026-04-27T14:23:54	case_159.txt	3.8807	3	0
2026-04-27T14:23:58	case_160.txt	4.0461	1	0
2026-04-27T14:24:03	case_161.txt	5.1630	3	0
2026-04-27T14:24:08	case_162.txt	4.8370	1	0
2026-04-27T14:24:13	case_163.txt	5.0117	3	0
2026-04-27T14:24:17	case_164.txt	3.9395	1	0
2026-04-27T14:24:21	case_165.txt	3.3417	3	0
2026-04-27T14:24:25	case_166.txt	4.0463	3	0
2026-04-27T14:24:29	case_167.txt	4.8876	1	0
2026-04-27T14:24:34	case_168.txt	4.4595	3	0
2026-04-27T14:24:39	case_169.txt	4.6257	3	0
2026-04-27T14:24:42	case_170.txt	2.9782	1	0
2026-04-27T14:24:48	case_171.txt	6.1735	3	0
2026-04-27T14:24:51	case_172.txt	3.0318	1	0
2026-04-27T14:24:56	case_173.txt	4.9860	3	0
2026-04-27T14:25:00	case_174.txt	3.6721	1	0
2026-04-27T14:25:05	case_175.txt	5.3521	3	0
2026-04-27T14:25:10	case_176.txt	5.4035	3	0
2026-04-27T14:25:15	case_177.txt	4.4052	1	0
2026-04-27T14:25:20	case_178.txt	4.9658	3	0
2026-04-27T14:25:27	case_179.txt	7.1816	3	0
2026-04-27T14:25:31	case_180.txt	4.5820	1	0
2026-04-27T14:25:35	case_181.txt	3.8320	3	0
2026-04-27T14:25:40	case_182.txt	4.5986	1	0
2026-04-27T14:25:45	case_183.txt	4.8245	4	0
2026-04-27T14:25:50	case_184.txt	5.2421	1	0
2026-04-27T14:25:54	case_185.txt	3.5120	3	0
2026-04-27T14:25:58	case_186.txt	4.3023	3	0
2026-04-27T14:26:17	case_187.txt	19.3789	1	0
2026-04-27T14:26:23	case_188.txt	5.7617	3	0
2026-04-27T14:26:27	case_189.txt	4.2641	3	0
2026-04-27T14:26:33	case_190.txt	5.1516	1	0
2026-04-27T14:26:37	case_191.txt	4.1660	3	0
2026-04-27T14:26:42	case_192.txt	4.9039	1	0
2026-04-27T14:26:46	case_193.txt	4.1747	3	0
2026-04-27T14:26:49	case_194.txt	3.3768	1	0
2026-04-27T14:26:53	case_195.txt	3.9381	3	0
2026-04-27T14:26:58	case_196.txt	5.2876	3	0
2026-04-27T14:27:03	case_197.txt	4.9541	1	0
2026-04-27T14:27:09	case_198.txt	6.0011	3	0
2026-04-27T14:27:15	case_199.txt	5.4871	3	0
2026-04-27T14:27:19	case_200.txt	4.2959	1	0
2026-04-27T14:27:25	case_201.txt	5.9298	3	0
2026-04-27T14:27:29	case_202.txt	3.8484	1	0
2026-04-27T14:27:33	case_203.txt	4.1467	4	0
2026-04-27T14:27:38	case_204.txt	4.8956	1	0
2026-04-27T14:27:42	case_205.txt	3.6649	3	0
2026-04-27T14:27:46	case_206.txt	3.7170	4	0
2026-04-27T14:27:52	case_207.txt	6.8510	1	0
2026-04-27T14:27:56	case_208.txt	3.9555	3	0
2026-04-27T14:28:03	case_209.txt	6.3693	3	0
2026-04-27T14:28:08	case_210.txt	4.8469	1	0
2026-04-27T14:28:12	case_211.txt	4.7843	3	0
2026-04-27T14:28:18	case_212.txt	5.1895	1	0
2026-04-27T14:28:22	case_213.txt	4.7528	3	0
2026-04-27T14:28:27	case_214.txt	4.6468	1	0
2026-04-27T14:28:31	case_215.txt	4.0940	3	0
2026-04-27T14:28:35	case_216.txt	3.2799	3	0
2026-04-27T14:28:42	case_217.txt	7.1034	1	0
2026-04-27T14:28:46	case_218.txt	4.6568	3	0
2026-04-27T14:28:49	case_219.txt	2.7244	1	0
2026-04-27T14:28:53	case_220.txt	4.2751	3	0
2026-04-27T14:28:59	case_221.txt	5.8429	3	0
