timestamp	filename	gemini_sec	segments	skipped_segments
2026-04-25T02:39:19	2025-10-13_09-37-00.txt	3.6133	1	0
2026-04-25T02:39:21	2025-10-13_09-55-19.txt	2.0992	1	0
2026-04-25T02:39:28	2025-10-13_10-30-58.txt	7.3156	13	0
2026-04-25T02:39:40	2025-10-13_10-39-53.txt	11.5321	17	0
2026-04-25T02:39:46	2025-10-13_10-44-49.txt	6.3204	10	0
2026-04-25T02:40:10	2025-10-13_12-07-46.txt	24.0750	50	0
2026-04-25T02:40:16	2025-10-15_10-51-23.txt	5.1472	1	0
2026-04-25T02:40:34	2025-10-15_15-26-13.txt	17.9368	1	0
2026-04-25T02:40:41	2025-10-15_16-01-23.txt	7.0988	1	0
2026-04-25T09:55:20	2025-10-10_10-05-37.txt	15.7266	1	0
2026-04-25T09:55:25	2025-10-10_10-24-18.txt	4.8297	1	0
2026-04-25T09:55:27	2025-10-10_10-46-59.txt	1.7837	1	0
2026-04-25T09:55:33	2025-10-10_11-24-57.txt	6.7495	1	0
2026-04-25T09:55:41	2025-10-10_12-53-10.txt	7.3333	1	0
2026-04-25T09:55:47	2025-10-10_13-48-21.txt	6.4759	1	0
2026-04-25T09:55:55	2025-10-10_14-04-29.txt	7.7371	4	0
2026-04-25T09:56:01	2025-10-10_14-27-17.txt	5.7873	1	0
2026-04-25T09:56:14	2025-10-10_15-52-05.txt	13.0961	29	0
2026-04-25T09:56:21	2025-10-15_10-45-49.txt	7.5072	1	0
